t,grid_price
120,1313.057142857121
121,1289.0999999999788
122,1292.9142857142642
123,1307.614285714264
124,1318.4999999999782
125,1346.0142857142648
126,1405.5394736841874
127,1510.6949999999745
128,1516.7249999999744
129,1465.2121052631337
130,1455.4268421052388
131,1414.4571428571205
132,1403.2285714285483
133,1391.0999999999806
134,1406.1947368420817
135,1402.3068421052399
136,1405.5394736841874
137,1413.053157894713
138,1424.804210526292
139,1399.685789473661
140,1045.057368421035
141,560.3373684210435
142,174.16123381294742
143,351.7015789473612
144,185.92119064747786
145,201.12503956834058
146,174.3637338129467
147,180.97873381294661
148,167.60923381294688
149,166.56973381294688
150,325.0542105263101
151,703.8836842105145
152,910.5973684210369
153,1114.3842105262968
154,1337.0142857142641
155,1324.5428571428354
156,1283.914285714265
157,1233.6857142856936
158,1233.6857142856936
159,1288.4142857142645
160,1316.2285714285522
161,1369.6747368420824
162,1440.8099999999754
163,1421.324999999976
164,1347.4831578947146
165,1338.7026315789249
166,1300.2428571428354
167,1232.7428571428363
168,181.32811510791032
169,184.82461510791094
170,204.93961510791266
171,219.04261510791065
172,195.31573381294444
173,207.64123381294561
174,212.57773381294578
175,196.59373381294623
176,182.49073381294656
177,168.31573381294692
178,165.66523381294687
179,165.6967338129469
180,165.8317338129468
181,182.22073381294064
182,181.59811510791096
183,181.39561510791103
184,182.0857338129463
185,336.4714285714231
186,941.1763157894575
187,1195.1563157894536
188,998.8831578947198
189,760.8915789473555
190,829.6714285714153
191,550.7571428571339
192,564.5142857142765
193,411.2999999999933
194,456.42857142856394
195,462.171428571421
196,192.85714285714047
197,733.8510526315667
198,1431.9899999999745
199,1508.219999999975
200,1441.6226315789238
201,1408.6847368420817
202,1397.938421052608
203,1357.4142857142638
204,1379.9842105262924
205,1379.6784210526084
206,1374.479999999977
207,1372.1647368420834
208,1349.3999999999785
209,1403.1368421052396
210,1455.6452631578707
211,1468.007894736818
212,1442.583684210502
213,1400.5594736841872
214,1359.4526315789246
215,1198.7384210526116
216,1274.0936842105052
217,1254.8289473684001
218,1220.9299999999796
219,1188.9968421052433
220,1316.773157894715
221,1436.0399999999759
222,1526.7149999999745
223,1721.8349999999714
224,1772.8799999999712
225,1619.9852631578676
226,1481.2285714285472
227,1437.0857142856905
228,1419.4714285714049
229,1405.7142857142624
230,1399.3285714285482
231,1403.4857142856908
232,1426.8428571428333
233,1565.9571428571169
234,1798.653684210496
235,1932.3273684210203
236,1658.4710526315514
237,1478.492105263133
238,1425.0226315789234
239,1372.2084210526061
240,1307.357142857129
241,1183.2742105262957
242,1142.5168421052435
243,1097.8714285714184
244,1130.809473684185
245,1247.184210526295
246,1388.327894736819
247,1528.4668421052377
248,1429.391052631555
249,1397.7636842105032
250,1373.3005263157665
251,1328.442857142836
252,1313.3999999999778
253,1308.9428571428357
254,1312.157142857121
255,1322.699999999978
256,1346.3571428571206
257,1454.7857142856901
258,1565.099999999974
259,1401.685714285692
260,1406.2384210526056
261,1379.3142857142652
262,1374.171428571406
263,1271.5285714285503
264,1181.3999999999803
265,1109.7428571428386
266,1071.6857142856963
267,1056.6428571428398
268,1058.571428571411
269,1242.1714285714081
270,1340.449999999977
271,1405.0152631578712
272,1436.2714285714048
273,1320.1714285714068
274,1281.8142857142643
275,912.6931034482616
276,820.5206896551601
277,798.9827586206767
278,1106.8714285714093
279,852.4862068965379
280,922.8724137930886
281,1369.45714285712
282,1493.5285714285465
283,1334.2714285714064
284,1310.914285714264
285,1326.8999999999774
286,971.286206896538
287,909.6827586206748
288,903.2586206896403
289,832.6241379310209
290,849.7551724137792
291,842.8034482758494
292,1220.8285714285512
293,1296.2999999999786
294,1453.3285714285475
295,1630.4999999999734
296,1573.5857142856883
297,1412.0571428571197
298,1334.6571428571208
299,1298.2285714285501
300,1281.557142857121
301,1257.899999999979
302,1237.1142857142654
303,1230.7285714285508
304,1252.7999999999795
305,1408.8857142856914
306,1500.3428571428324
307,1303.6285714285498
308,1286.3571428571215
309,1279.02857142855
310,1276.1571428571215
311,859.7172413797005
312,822.7862068965383
313,809.131034482746
314,808.1999999999948
315,766.5206896551607
316,765.372413793091
317,801.2793103448148
318,1171.7571428571234
319,1242.7285714285506
320,1228.971428571408
321,1195.414285714266
322,1104.2571428571243
323,739.8931034482649
324,690.5793103448162
325,672.9827586206784
326,654.2068965517135
327,683.6275862068852
328,726.7034482758502
329,1183.242857142836
330,1300.9285714285497
331,1278.2571428571218
332,1279.4999999999786
333,1250.3999999999794
334,1255.1999999999791
335,1212.985714285694
336,1252.2428571428363
337,1153.0714285714096
338,1101.8999999999817
339,1075.0285714285535
340,1082.699999999982
341,1093.8857142856962
342,1097.7428571428388
343,1118.87142857141
344,1170.6857142856952
345,1145.3999999999812
346,1080.4714285714106
347,1023.857142857126
348,720.341379310334
349,591.5482758620593
350,595.0241379310247
351,708.7655172413677
352,731.2344827586099
353,1114.7142857142674
354,1254.171428571408
355,1293.8142857142643
356,1255.414285714265
357,1164.8999999999808
358,1102.5428571428388
359,959.2285714285555
360,778.5428571428442
361,719.6571428571308
362,735.9857142857019
363,668.185714285703
364,689.9142857142742
365,944.4963157894579
366,1285.1894736841891
367,1354.6473684210312
368,1400.2973684210292
369,1366.0489473683979
370,1343.2457894736617
371,1328.2184210526077
372,1278.7714285714076
373,1270.7999999999786
374,912.5689655172266
375,910.7379310344678
376,1263.4285714285493
377,1290.5999999999785
378,1334.099999999978
379,1514.4005263157644
380,1380.7268421052402
381,1314.851052631556
382,1279.114285714265
383,1201.371428571409
384,1063.6714285714108
385,984.9857142856981
386,961.9285714285555
387,959.9999999999841
388,960.6428571428428
389,1059.735263157877
390,1271.6910526315578
391,1395.5794736841874
392,1393.9631578947135
393,1148.4428571428384
394,1040.9571428571253
395,1042.2428571428397
396,1308.6857142856925
397,1314.1285714285493
398,1300.3714285714073
399,1308.6857142856925
400,1325.357142857121
401,1398.25714285712
402,1566.7778947368156
403,1610.8115789473413
404,1513.308421052606
405,1414.1889473683975
406,1378.6299999999765
407,1229.0571428571225
408,1171.5428571428379
409,1113.642857142839
410,1096.3714285714102
411,1067.5714285714107
412,1092.2142857142676
413,1210.242857142837
414,1336.9989473683975
415,1500.0284210526065
416,1497.1015789473392
417,1405.7142857142626
418,1327.0285714285492
419,1299.2142857142637
420,1279.6714285714054
421,916.9448275861922
422,897.7034482758474
423,914.3999999999849
424,907.6655172413646
425,961.168965517226
426,1413.085714285691
427,1532.7428571428316
428,1407.342857142834
429,1318.714285714264
430,1306.2428571428352
431,855.3103448275729
432,758.3896551724014
433,780.144827586194
434,773.4413793103321
435,771.3620689655046
436,767.42068965516
437,1173.3428571428376
438,1423.2428571428331
439,1572.0428571428313
440,1561.1571428571172
441,1496.8285714285466
442,1411.7142857142624
443,1387.4142857142615
444,985.6862068965357
445,982.2103448275699
446,997.7275862068799
447,832.093888888876
448,839.2727777777642
449,1088.565517241361
450,1115.9068965517056
451,1222.7275862068766
452,1079.968965517224
453,1007.4724137930874
454,981.9620689655012
455,911.0793103448126
456,910.0862068965367
457,790.0758620689526
458,797.9586206896421
459,798.6413793103317
460,1119.5142857142657
461,1217.1428571428366
462,1378.3714285714059
463,1549.8857142856884
464,1103.3379310344644
465,997.9137931034319
466,885.0724137930885
467,650.8774999999896
468,630.8827777777675
469,620.3166666666564
470,611.4441666666565
471,625.2205555555452
472,679.5677777777665
473,830.3497222222087
474,933.0206896551568
475,919.1172413792954
476,925.1689655172261
477,876.2586206896408
478,864.2172413792963
479,866.762068965503
480,868.5310344827443
481,849.7551724137791
482,796.003448275849
483,801.8068965517111
484,835.8517241379201
485,1120.3714285714098
486,1072.0714285714105
487,769.8413793103324
488,809.224137931021
489,768.4448275861942
490,596.8336111111033
491,551.7380555555467
492,542.8655555555466
493,489.09972222221415
494,480.2272222222142
495,551.9402777777685
496,604.1894444444345
497,688.3644444444332
498,706.2863888888775
499,862.7275862068811
500,812.917241379297
501,780.2379310344699
502,717.4551724137813
503,620.8758620689553
504,711.1551724137812
505,669.0103448275753
506,580.7482758620595
507,520.5103448275777
508,576.8068965517148
509,624.5068965517153
510,999.3428571428401
511,1057.8857142856964
512,1048.6285714285539
513,921.9428571428399
514,583.0448275861978
515,582.579310344818
516,242.3172413793064
517,97.49252158273224
518,96.25052158273223
519,266.61724137930594
520,619.1999999999898
521,803.3586206896422
522,1214.9571428571228
523,1337.142857142835
524,1250.1428571428362
525,1289.185714285693
526,1199.9142857142658
527,993.5999999999834
528,958.4142857142698
529,993.8999999999834
530,1018.5428571428403
531,1036.4571428571262
532,1226.3468421052426
533,1522.39473684208
534,1856.9721052631269
535,1713.3428571428285
536,1469.914285714261
537,1349.9571428571203
538,928.2103448275725
539,908.0689655172265
540,902.9482758620542
541,861.7344827586065
542,855.465517241365
543,875.3896551723993
544,890.2241379310199
545,940.9655172413654
546,1442.7428571428331
547,1441.4571428571192
548,1260.6857142856936
549,1145.2285714285524
550,980.4857142856978
551,931.1571428571272
552,861.4285714285564
553,589.0344827595592
554,582.7965517241286
555,880.2857142856991
556,1110.9428571428389
557,1267.6714285714086
558,1393.2205263157662
559,1348.585714285692
560,1295.4857142856924
561,1260.2999999999793
562,1237.585714285693
563,886.6862068965376
564,866.0793103448135
565,811.8931034482625
566,803.2965517241247
567,806.5551724137796
568,851.9586206896408
569,904.0655172413645
570,1265.7428571428247
571,1234.0714285714075
572,843.1448275866263
573,726.8586206896432
574,641.3896551724031
575,738.9931034482635
576,729.7448275861948
577,719.9999999999882
578,722.544827586195
579,754.5413793103324
580,833.9896551724004
581,1317.0857142856921
582,1136.7620689654989
583,1676.999999999972
584,1750.5857142856855
585,1146.041379310326
586,1111.7482758620506
587,1042.7275862068784
588,813.4388888888757
589,788.1611111110982
590,782.7011111110982
591,787.402777777765
592,988.7275862068799
593,1052.6896551723962
594,1188.8999999999803
595,1212.5172413792905
596,1021.1586206896384
597,905.8034482758471
598,847.4275862068824
599,824.648275862055
600,813.5379310344684
601,764.4103448275733
602,754.9137931034358
603,790.603448275849
604,853.8206896551584
605,1428.9428571428336
606,1715.8714285714002
607,1914.8571428571106
608,1086.8586206896368
609,1111.8724137930844
610,886.7697222222077
611,770.7194444444316
612,779.5919444444316
613,728.1011111110993
614,722.6158333333213
615,718.8494444444325
616,756.2099999999875
617,853.377777777764
618,1169.7827586206702
619,1133.4103448275673
620,1014.8275862068797
621,891.5896551723991
622,852.455172413779
623,819.0931034482616
624,821.6379310344673
625,650.7258333333236
626,782.006896551707
627,837.837931034469
628,894.8172413792955
629,1434.3857142856893
630,1700.528571428543
631,1359.0310344827365
632,1242.5275862068763
633,878.8324999999933
634,830.3497222222086
635,776.9630555555426
636,756.2099999999875
637,729.0363888888768
638,723.3741666666549
639,729.0363888888768
640,772.8174999999873
641,836.7702777777641
642,1094.0275862068784
643,1087.3241379310164
644,937.2103448275706
645,914.5241379310188
646,738.8441666666549
647,775.9013888888762
648,752.1149999999881
649,722.8686111110994
650,681.1855555555445
651,681.7416666666559
652,863.4103448275707
653,908.1310344827435
654,973.6758620689495
655,1020.6931034482587
656,1077.455172413775
657,806.0830555555443
658,771.9327777777653
659,652.1161111111004
660,643.4458333333228
661,678.152222222211
662,678.7336111110998
663,706.2611111110991
664,661.3677777777667
665,778.9094444444315
666,809.6724999999866
667,790.233888888876
668,754.5669444444328
669,908.3482758620534
670,839.0793103448134
671,894.5068965517095
672,892.1793103448127
673,881.534482758606
674,881.0689655172265
675,895.189655172399
676,895.6551724137784
677,887.7724137930887
678,913.4999999999849
679,938.5137931034324
680,767.2563888888764
681,748.3991666666543
682,746.1241666666544
683,739.5266666666545
684,733.6622222222102
685,727.6208333333212
686,723.677499999988
687,722.5399999999878
688,720.0880555555435
689,771.4019444444316
690,880.2986111110966
691,936.8955555555403
692,873.1197222222092
693,793.2924999999873
694,785.9366666666538
695,732.9038888888768
696,711.3924999999886
697,693.0913888888779
698,840.9724137930893
699,861.8275862068823
700,963.7758620689497
701,1362.599999999977
702,1421.4428571428336
703,1038.848275862052
704,1030.7172413792935
705,1023.2999999999829
706,811.037499999988
707,799.1569444444315
708,789.7030555555426
709,762.7316666666542
710,758.0047222222098
711,769.1522222222095
712,788.9699999999873
713,998.5344827586039
714,1018.2103448275693
715,1002.0103448275698
716,981.8379310344667
717,950.0896551723981
718,888.7034482758476
719,770.0586206896425
720,789.9827586206766
721,804.7862068965385
722,807.5793103448143
723,808.7275862068832
724,944.9689655172266
725,1412.4428571428336
726,1615.8857142856878
727,1660.371428571401
728,1504.5428571428322
729,1459.1142857142606
730,1028.575862068949
731,999.6206896551561
732,979.6965517241217
733,947.5137931034325
734,942.3931034482603
735,960.951724137915
736,974.3896551723977
737,1008.4344827586042
738,1503.9428571428318
739,1422.6857142856907
740,1366.028571428549
741,1345.8857142856916
742,1281.5999999999785
743,868.9965517241241
744,861.3620689655036
745,1169.0142857142653
746,1144.7142857142665
747,1275.8571428571215
748,1352.0142857142635
749,1446.9084210526073
750,1732.603157894708
751,1828.795789473653
752,1579.7999999999738
753,1476.4714285714042
754,1423.6714285714047
755,1016.5655172413627
756,1008.4655172413626
757,982.520689655156
758,982.9862068965357
759,1006.8517241379145
760,1407.9857142856902
761,1442.5714285714048
762,1510.0714285714034
763,1502.699999999975
764,1415.9999999999766
765,1396.499999999977
766,1343.9999999999775
767,1358.7428571428343
768,1341.7714285714057
769,1340.4857142856918
770,1342.4142857142635
771,1353.2999999999777
772,1405.1142857142627
773,1562.365789473658
774,1839.2363157894429
775,1979.462631578914
776,1694.657142857115
777,1591.6285714285452
778,1519.671428571403
779,1597.4142857142592
780,1127.5448275865879
781,1064.7620689654998
782,1049.0275862068795
783,1066.8413793103273
784,1071.9620689654996
785,1104.858620689637
786,1728.257142857114
787,1695.299999999972
788,1568.271428571402
789,1510.0714285714034
790,1443.2142857142617
791,1407.642857142834
792,1397.399999999977
793,1394.5285714285483
794,1398.0428571428338
795,1413.7285714285483
796,1469.0571428571186
797,1549.609999999974
798,1923.284736842073
799,1959.193157894704
800,1681.01210526313
801,1566.6428571428314
802,1503.2999999999747
803,1470.0428571428326
804,1446.042857142833
805,1412.4428571428334
806,1393.8857142856907
807,1395.1714285714054
808,1407.642857142834
809,1462.6714285714042
810,1549.371428571403
811,1538.1857142856888
812,1451.1428571428332
813,1430.6999999999764
814,1402.1999999999766
815,1432.4999999999764
816,1404.0428571428342
817,1388.699999999977
818,1378.4571428571198
819,1385.785714285692
820,1411.8736842105022
821,1430.7889473683974
822,1467.0031578947119
823,1475.9999999999757
824,1468.3285714285473
825,1428.3428571428333
826,1408.8428571428337
827,1401.8142857142625
828,1389.9428571428339
829,1381.3285714285482
830,1374.2999999999772
831,1376.1857142856916
832,1390.2857142856908
833,1411.7142857142624
834,1439.2285714285476
835,1448.1857142856907
836,1411.0714285714052
837,1374.2999999999774
838,1326.599999999978
839,1287.4714285714074
840,1217.7428571428372
841,1216.757142857123
842,1217.3999999999812
843,1277.4136842105047
844,1287.5047368420837
845,1248.0578947368213
846,1244.8252631578737
847,1290.9857142856936
848,1271.7857142856933
849,1186.7142857142658
850,843.1137931034386
851,808.1379310344695
852,784.5206896551595
853,689.0896551724024
854,671.0275862068855
855,724.0655172413675
856,811.6137931034348
857,969.8275862068806
858,1429.7999999999763
859,1459.1999999999757
860,1420.4999999999766
861,1234.3714285714082
862,1218.9857142856943
863,1138.0714285714098
864,1187.0142857142662
865,1188.9428571428375
866,1244.271428571408
867,1349.1857142856923
868,1470.4105263157649
869,1556.1626315789217
870,1915.8147368420732
871,1966.9689473683868
872,1512.642857142832
873,1467.5571428571184
874,1037.9172413793015
875,1030.0344827586036
876,1026.341379310328
877,1015.6655172413623
878,1010.3586206896383
879,1016.3793103448107
880,1029.5689655172241
881,1062.7137931034306
882,1141.23103448274
883,1553.2714285714028
884,1461.7714285714042
885,1406.7428571428336
886,1118.5714285714098
887,1380.8571428571195
888,1377.0428571428342
889,1376.699999999977
890,1381.1999999999766
891,1391.4428571428339
892,1412.8714285714054
893,1506.9742105262906
894,1697.393684210498
895,1670.0142857142584
896,1491.2142857142608
897,1035.8379310344699
898,1028.8862068965348
899,1022.8655172413623
900,1023.1137931034314
901,1015.2310344827418
902,1009.4275862068796
903,1009.4275862068794
904,1030.7482758620508
905,1152.1241379310154
906,1099.303448275844
907,1510.4142857142604
908,1525.4571428571173
909,1412.5285714285474
910,1341.5142857142616
911,776.017241379298
912,764.1931034482636
913,811.2103448275735
914,1120.2428571428377
915,1131.1285714285525
916,1250.1428571428362
917,1461.2571428571187
918,1613.1857142856873
919,1670.7857142856863
920,1167.4862068965326
921,1112.1206896551541
922,920.0793103448124
923,728.2780555555443
924,816.3963888888757
925,810.9363888888755
926,809.596666666653
927,779.9963888888759
928,730.7299999999879
929,869.6061111110967
930,933.7611111110956
931,1113.9827586206707
932,1038.4758620689483
933,950.4310344827428
934,945.5586206896393
935,989.968965517225
936,986.7413793103283
937,986.2758620689491
938,989.5034482758454
939,812.2655172413658
940,881.9999999999856
941,1107.899999999982
942,1203.5793103448077
943,1281.4448275861857
944,1156.7793103448073
945,841.0674999999862
946,762.1755555555428
947,711.6199999999881
948,798.2216666666533
949,796.351111111098
950,794.2530555555423
951,793.8991666666533
952,805.4005555555423
953,830.5013888888751
954,930.5002777777624
955,855.7791666666527
956,834.6469444444307
957,815.0313888888758
958,781.0580555555429
959,732.7522222222103
960,718.9758333333223
961,879.7034482758389
962,881.099999999985
963,858.8482758620547
964,944.0999999999843
965,965.4206896551564
966,988.820689655156
967,827.0888888888755
968,825.2183333333198
969,810.860555555542
970,806.9172222222089
971,797.8424999999867
972,791.2449999999868
973,781.2349999999869
974,773.4999999999872
975,788.5908333333202
976,796.7049999999867
977,810.860555555542
978,824.2577777777641
979,815.2083333333198
980,832.0180555555421
981,828.0494444444311
982,785.4058333333206
983,801.0527777777646
984,772.9438888888764
985,763.5152777777655
986,768.9752777777692
987,955.9241379310184
988,929.7310344827433
989,937.3965517241224
990,781.6141666666539
991,805.1983333333202
992,811.2397222222088
993,809.166944444431
994,792.7616666666536
995,783.1308333333201
996,773.4999999999869
997,657.2937209302222
998,648.7506976744187
999,653.2709302325476
1000,664.5606976744186
1001,699.5979069767329
1002,885.4047222222069
1003,841.8258333333193
1004,819.1769444444309
1005,802.0133333333199
1006,780.678888888876
1007,714.4511111110993
1008,657.8288888888779
1009,605.7566666666567
1010,605.5544444444345
1011,642.3588888888784
1012,640.0838888888786
1013,659.7247222222119
1014,660.6599999999892
1015,761.6194444444318
1016,789.5513888888757
1017,781.9933333333202
1018,777.2916666666531
1019,658.4183720930137
1020,640.510465116279
1021,603.8511627906878
1022,535.3988372093024
1023,565.2669767441768
1024,639.0613953488372
1025,675.6990697674308
1026,746.4223255813954
1027,869.555555555541
1028,833.3324999999862
1029,780.8558333333204
1030,741.0433333333212
1031,660.8369444444336
1032,567.6377777777684
1033,567.0563888888795
1034,567.2586111111017
1035,566.5002777777686
1036,592.7386111111014
1037,694.633333333322
1038,741.4224999999877
1039,769.7336111110984
1040,775.9519444444315
1041,781.9933333333204
1042,775.1936111110982
1043,763.6922222222096
1044,193.42555555555228
1045,734.0666666666542
1046,738.9705555555423
1047,367.0039534883675
1048,768.0399999999867
1049,419.86388888888183
1050,408.74166666665985
1051,418.5494444444376
1052,100.12499999999834
1053,57.68876978417234
1054,108.44876978417072
1055,62.10893525179889
1056,79.67693525179746
1057,88.71743525179718
1058,93.383935251797
1059,88.4474352517972
1060,186.1637374100688
1061,780.476666666654
1062,823.8786111110976
1063,830.1222222222085
1064,818.4186111110974
1065,310.7902777777724
1066,53.31826618704952
1067,86.94226618704894
1068,86.91076618704894
1069,68.50126618704921
1070,52.98076618704947
1071,211.1965116279036
1072,509.55348837209306
1073,728.0252777777614
1074,775.774999999987
1075,767.6608333333207
1076,686.3169444444329
1077,554.2405555555463
1078,447.4166666666592
1079,73.25999999999887
1080,137.38499999999763
1081,132.02999999999773
1082,119.24999999999794
1083,174.4747368421023
1084,409.3230555555487
1085,756.740833333321
1086,814.854444444431
1087,827.5186111110974
1088,792.0286111110978
1089,772.9691666666538
1090,751.8369444444318
1091,623.7488372097087
1092,596.7788372093024
1093,533.3225581395262
1094,568.1867441860466
1095,592.4099999999904
1096,659.7376744186047
1097,725.1404651162671
1098,687.2051162790698
1099,797.8930555555422
1100,781.2855555555424
1101,719.001111111099
1102,585.0036111111013
1103,517.8658333333246
1104,492.5627777777695
1105,513.6949999999913
1106,540.6916666666576
1107,590.716388888879
1108,732.6258333333211
1109,815.2841666666533
1110,936.0613888888734
1111,909.8483333333182
1112,838.1352777777638
1113,798.6766666666531
1114,664.4741860465117
1115,658.8076744185938
1116,656.8827906976745
1117,649.6158139534776
1118,647.9937209302327
1119,650.26465116278
1120,665.4258139534884
1121,746.3358139534758
1122,928.3130232558141
1123,967.2216279069618
1124,901.7341666666513
1125,777.5444444444312
1126,736.7713888888762
1127,698.2733333333216
1128,660.5336111111
1129,632.7786111111004
1130,658.2586111111001
1131,685.2552777777663
1132,756.0077777777652
1133,837.7308333333197
1134,987.198333333317
1135,1038.5374999999829
1136,999.078888888871
1137,806.2234883720799
1138,757.95
1139,703.361162790686
1140,687.2267441860465
1141,666.8748837209191
1142,670.2704651162792
1143,679.7867441860353
1144,727.9088372093024
1145,726.6327906976625
1146,792.186976744186
1147,801.8762790697542
1148,749.3853488372093
1149,677.6888372092911
1150,598.249534883721
1151,517.0151162790613
1152,486.0006976744187
1153,469.04441860464357
1154,452.7369767441861
1155,442.8962790697605
1156,504.99944444443565
1157,509.9033333333248
1158,603.6838888888786
1159,702.3936111110994
1160,717.8636111110992
1161,717.4844444444326
1162,708.9911111110994
1163,640.109166666656
1164,595.3927777777677
1165,582.9308333333236
1166,500.2102325581396
1167,604.6191666666565
1168,640.109166666656
1169,717.4844444444325
1170,753.3283333333208
1171,740.689444444432
1172,710.1286111110994
1173,686.1652777777663
1174,595.7719444444344
1175,589.5030555555458
1176,548.1738888888798
1177,566.0958333333238
1178,547.2386111111022
1179,557.223333333324
1180,565.3374999999904
1181,579.4930555555459
1182,597.4402777777677
1183,604.7961111111009
1184,649.3102777777669
1185,650.6499999999891
1186,670.4677777777665
1187,615.1599999999897
1188,593.2694444444345
1189,573.6538888888714
1190,561.7733333333235
1191,598.9316666666566
1192,670.0886111111
1193,786.5180555555426
1194,855.1977777777635
1195,901.0516666666518
1196,869.353333333319
1197,793.4947222222091
1198,786.3158333333204
1199,727.06472222221
1200,683.4858333333219
1201,671.2008333333221
1202,660.6347222222113
1203,644.987777777767
1204,690.0833333333219
1205,883.5088888888744
1206,995.7674999999838
1207,1070.1347222222046
1208,968.0377777777617
1209,886.7191666666519
1210,860.6577777777632
1211,711.3634883720816
1212,694.2558139534884
1213,656.6448837209193
1214,636.293023255814
1215,644.2088372092918
1216,684.5665116279071
1217,726.0704651162671
1218,888.4127777777629
1219,902.1891666666518
1220,883.3066666666521
1221,846.502222222208
1222,725.168888888877
1223,641.5752777777672
1224,680.6294444444331
1225,660.4577777777666
1226,664.9824999999888
1227,649.8663888888781
1228,698.9305555555441
1229,860.834722222208
1230,983.8869444444282
1231,1132.1916666666475
1232,830.9874418604652
1233,765.7576744185919
1234,724.1239534883722
1235,675.5260465116166
1236,665.9881395348838
1237,647.7558139534777
1238,646.1337209302327
1239,647.5827906976639
1240,666.7883720930234
1241,760.2858139534758
1242,878.3093023255816
1243,835.6806976744052
1244,919.15055555554
1245,873.2966666666517
1246,700.8739534883722
1247,613.4755813953388
1248,568.2732558139535
1249,526.9423255813872
1250,503.0651162790698
1251,557.7541666666573
1252,560.7874999999907
1253,519.0791666666581
1254,520.7727777777692
1255,583.0572222222125
1256,554.746111111102
1257,544.9383333333244
1258,540.5905555555466
1259,398.50416666665996
1260,159.7968421052604
1261,61.67926618704936
1262,62.88976618704933
1263,66.50999999999891
1264,370.0161111111048
1265,559.4730555555461
1266,651.1555555555449
1267,702.8738888888773
1268,626.4338888888784
1269,635.5086111111008
1270,241.149999999996
1271,246.07916666666253
1272,164.99526315789203
1273,163.37894736841838
1274,54.75143525179737
1275,92.05202158273214
1276,186.4967374100688
1277,777.6455555555427
1278,759.7236111111
1279,777.6455555555435
1280,771.0480555555426
1281,749.1574999999879
1282,704.2388888888773
1283,592.9155555555457
1284,601.96499999999
1285,647.6419444444335
1286,698.1974999999883
1287,707.2722222222106
1288,751.9886111110987
1289,756.1341666666542
1290,767.4586111110985
1291,782.7516666666564
1292,966.3206896551562
1293,952.4172413792945
1294,935.286206896536
1295,628.2033333333235
1296,658.5872222222122
1297,634.0424999999899
1298,752.4931034482629
1299,766.8620689655042
1300,833.1206896551586
1301,971.9068965517081
1302,1088.6586206896368
1303,945.4141666666526
1304,904.641111111096
1305,885.025555555541
1306,971.4413793103275
1307,788.5908333333209
1308,751.7863888888766
1309,691.7769444444332
1310,671.9844444444334
1311,669.3302777777667
1312,733.8644444444324
1313,973.2724137930874
1314,1018.4586206896383
1315,1032.5793103448104
1316,1040.7103448275689
1317,979.7586206896391
1318,966.1034482758462
1319,920.265517241364
1320,851.9275862068826
1321,823.9034482758486
1322,808.6034482758486
1323,810.4655172413658
1324,799.5724137930902
1325,824.5862068965382
1326,946.9241379310191
1327,1042.6034482758448
