id,Hour,Row_House1,Row_House2,Row_House3,Row_House4,Row_House5,Row_House6,Row_House7,Row_House8,Row_House9,Row_House10,Row_House11,Row_House12,Row_House13,Row_House14,Row_House15,Row_House16,Row_House17,Row_House18,Row_House19,Row_House20,Row_House21,Row_House22,Row_House23,Row_House24,Row_House25,Row_House26,Row_House27,Row_House28,Row_House29,Row_House30,SM_consumption,SM_avail_heat
0,4/14/2018 0:00,2.583509988,1.032945929,0.276287287,0.987412644,3.746631814,1.992467728,0.862778984,1.264659939,0.778512265,0.698537222,1.693325123,0.247835533,0.830579834,0.683914941,1.727626673,2.055108902,2.244153334,1.215727599,0.748980367,0.125751986,0.243663213,0.864485902,1.314108023,1.333621182,1.408040052,1.400681619,0.055408804,3.236241658,0.678419319,2.325285426,1.288659794,248.7113402
1,4/14/2018 1:00,2.583509988,1.032945929,0.276287287,0.987412644,3.746631814,1.992467728,0.862778984,1.264659939,0.778512265,0.698537222,1.693325123,0.247835533,0.830579834,0.683914941,1.727626673,2.055108902,2.244153334,1.215727599,0.748980367,0.125751986,0.243663213,0.864485902,1.314108023,1.333621182,1.408040052,1.400681619,0.055408804,3.236241658,0.678419319,2.325285426,1.288659794,248.7113402
2,4/14/2018 2:00,2.857145678,0.176644146,1.663021513,0.368382436,1.823216131,0.16897474,2.104119662,0.489658931,1.009773608,0.567989024,0.678077681,1.31080028,1.239396916,0.190269864,2.321915011,2.067047506,0.36794869,1.103009448,1.189831879,1.519475682,0.228384686,4.299291631,0.164565128,1.143004862,1.680480596,2.806538014,2.228882538,2.438441965,2.579778512,2.02253493,0.966494845,249.0335052
3,4/14/2018 3:00,1.941644342,2.76797716,2.873580915,1.115243273,2.898537009,3.024260004,1.865088583,1.50830262,0.016531308,2.240485321,2.324515635,2.790045951,0.863487009,2.516068571,1.101780129,2.37541321,1.325521929,3.566956349,1.391990329,1.888898481,1.481225533,2.843085548,2.408585136,1.998866557,3.239180613,1.334379106,1.208757665,2.835096979,4.295623642,1.79306345,0.644329897,249.3556701
4,4/14/2018 4:00,2.068615291,3.091092722,2.815882714,1.529685624,0.693620854,1.439572717,2.075481045,3.320546968,1.955420992,2.064054741,1.105215372,2.043770484,1.55960331,1.685846,1.994443465,1.78739328,2.100184949,1.571468733,2.958762038,0.900753448,2.482108924,3.110568154,2.237484251,2.517911339,1.715213318,3.586270517,2.152048172,2.15558718,2.719920983,2.394073552,0.322164948,249.6778351
5,4/14/2018 5:00,1.912366429,2.217784528,0.298408858,2.337412943,2.676508626,2.501419806,1.90946924,2.860196152,2.506083986,1.137148887,3.277276627,2.622016461,2.976590297,1.79296023,2.418423283,2.107222057,0.521345661,3.372945507,1.663859102,2.619666152,2.888681683,1.216914768,1.923793585,2.05616469,0.949507412,1.236889073,0.520130992,0.425984189,1.019465711,1.306955309,0,250
6,4/14/2018 6:00,0.069654235,0.793797861,0.38298308,3.50831,2.013908723,1.590634721,1.363058304,1.283865457,2.43118502,2.16075274,1.12199928,0.633718268,2.666281656,2.902630946,0.527179257,1.739161042,1.062873994,0.4248872,2.986679454,1.017836192,1.118974434,3.707241302,2.016839509,3.238700141,0.334755022,0.878253171,2.486424237,1.344772248,3.285882489,1.20485494,0,250
7,4/14/2018 7:00,2.848525802,1.657304057,2.257112392,3.683254914,3.22318156,2.171266375,3.102980594,0.189724929,3.127249849,2.642513849,3.125359762,3.743009193,2.40960439,2.686223673,5.229906743,1.533630582,3.124565161,2.696483349,2.574822855,4.286659735,1.087123344,2.636800862,4.317332028,2.635399397,2.109463002,4.112882282,3.920010431,2.021624881,2.851843544,3.022779595,0,250
8,4/14/2018 8:00,2.463727877,2.623798432,2.14937961,2.874750882,4.716883417,0.45332329,2.788452129,2.57830844,0.319172157,2.130910419,1.046460005,1.95046487,1.760166061,3.159495714,1.194876327,1.846398755,2.016091206,2.142316403,3.459102139,0.898129885,2.445854418,1.164685033,2.426450622,2.093300119,3.640939793,3.240386606,1.478129731,2.073659951,1.831447078,1.72694887,0,250
9,4/14/2018 9:00,2.835213309,5.947358314,2.295506482,4.191391915,4.707900154,4.968100653,4.495137164,4.802219361,3.134403647,3.587950165,4.778016761,6.078963151,1.96251778,4.390083484,4.490264335,5.239340288,3.909223298,4.927031386,6.224015516,2.787325653,4.929534438,4.470815985,3.82356898,2.68673902,3.296920275,4.433911472,2.887503368,2.788140455,3.893857727,4.00668561,0,250
10,4/14/2018 10:00,2.401076112,2.759548044,4.227240677,4.419603312,4.308585996,4.254278336,4.314235431,0.752042825,2.920444349,1.756989465,4.157205247,0.007891252,1.564388313,4.597174242,2.141448653,3.581191806,2.748211912,3.435452404,2.878283045,1.415859844,2.725510468,2.941451279,2.803402541,1.773381701,2.476482875,0.590310691,1.522049327,4.266481781,3.406392737,3.475509321,0.322164948,249.6778351
11,4/14/2018 11:00,4.195315894,5.734684484,4.766089239,4.522004346,4.020983396,2.916597695,3.862278039,6.119464199,1.985592713,5.366367107,3.936151895,3.640919924,3.012048216,3.95269057,3.804115451,4.427785153,3.289556213,4.468835333,3.169201525,4.395214086,5.390958913,3.939741982,4.186117848,4.379314351,3.552131041,4.724569044,2.880480942,4.498908432,3.223693314,3.777765872,0.644329897,249.3556701
12,4/14/2018 12:00,4.446017104,4.182478092,4.226204682,3.867818085,4.983579541,2.830266811,2.617748572,3.345248758,4.579600529,4.542476397,4.051282422,4.178195764,4.29515403,4.592653885,4.635174841,3.771673341,4.075791682,3.919329587,5.293482482,3.121774704,6.345445394,3.300192628,3.546528335,3.521193346,4.170926199,5.237776958,4.170340846,3.337384804,4.335425261,5.743669486,0.966494845,249.0335052
13,4/14/2018 13:00,0.281710219,2.017187049,1.552999547,2.958918495,1.105832547,2.396699201,0.673509379,2.680112153,2.088029918,2.129723901,1.54200834,2.795274569,1.481956124,0.713991849,0.547580624,1.871810102,2.997479305,1.743983272,4.229826287,2.362504098,0.340024347,4.7109371,1.938137867,0.993569876,0.988686595,1.889724706,2.328961758,0.483475569,1.923523702,0.993596066,1.288659794,248.7113402
14,4/14/2018 14:00,5.831982102,7.033849049,5.232882139,4.729866606,4.463243612,4.228327942,5.569151518,4.942996234,5.203537105,5.394689938,4.548282086,6.470776686,4.916925648,4.796428988,3.942719379,7.80238011,5.638182045,5.082920506,5.071217424,5.68220212,4.594390545,5.81544108,3.444865201,6.462867654,4.73167712,4.292437833,6.124820852,6.165349405,3.905925272,6.174200465,1.610824742,248.3891753
15,4/14/2018 15:00,4.177866226,3.787351347,2.940261113,5.230997454,5.013824137,3.578476913,3.70456173,3.725587261,4.296368252,4.139221595,3.218313428,4.960973054,3.216982652,5.652603387,4.165525742,5.216662425,4.604302461,2.686960893,5.604617339,5.780823685,5.361717917,4.131387164,3.462974631,3.762420306,3.271612059,4.034317027,3.107750058,6.029719475,3.232585519,4.128218585,1.932989691,248.0670103
16,4/14/2018 16:00,2.17522217,1.719552275,2.850530494,1.658350427,1.800200546,3.437915655,2.083513587,1.857971883,1.298388902,3.01158332,3.005873901,2.327359553,1.653972905,1.565297894,1.971042222,0.896836729,2.79166316,0.083072397,3.388681329,2.29192762,2.355251491,3.190458503,1.792739153,1.283131405,2.23719988,4.052194721,2.913893989,2.039857906,2.036321598,0.094157398,2.255154639,247.7448454
17,4/14/2018 17:00,1.337503341,1.68750132,2.047771935,1.478473369,1.302521387,2.812467457,3.396981553,1.418070826,1.961564198,1.474459231,2.086533369,2.92967452,2.79556475,1.303631802,1.003234859,2.470967811,2.228456955,1.766285469,1.643916875,0.68921705,1.205737091,1.911531122,1.333280867,1.067989158,1.819620023,0.878639325,3.042717955,3.422068899,2.173165429,2.261284277,2.577319588,247.4226804
18,4/14/2018 18:00,3.601155384,3.770364528,4.367373746,3.899656146,3.760819523,3.596017034,1.982123736,1.520525896,2.649949609,4.171148065,3.829763522,3.441551907,3.320419153,3.949885286,3.252352337,1.291243528,3.416320275,3.284787705,4.185580756,1.57204877,2.427807232,3.241175912,1.646715526,2.888369857,4.213749869,0.783426771,3.443265589,3.440755055,2.681760881,3.404383064,2.255154639,247.7448454
19,4/14/2018 19:00,3.495107983,4.214351939,2.940762156,1.248133566,3.064264726,2.481397744,2.231971982,2.894532576,3.5333719,3.83687993,2.56968624,1.895063489,3.075117231,1.424331496,1.826807819,2.426430856,4.795694426,2.660904671,1.53934437,3.088822551,2.47778011,4.664711115,3.160467064,2.97347034,3.738626717,2.534190857,4.467904735,3.793020989,1.611000415,1.993272684,1.932989691,248.0670103
20,4/14/2018 20:00,2.134088246,0.698440926,2.141476669,1.060017469,1.773194243,1.115480999,3.199230993,0.50139386,1.189315879,2.095497066,3.477452084,1.973434689,0.221782873,1.620868168,1.584128195,1.661215636,3.393411468,1.296745332,0.613504264,1.945355922,2.664953929,2.428050536,1.054751012,2.440014597,2.423505232,2.93213326,0.787004658,2.461591194,3.401737127,1.820956715,1.610824742,248.3891753
21,4/14/2018 21:00,3.575309615,1.230362042,2.94061597,1.740236966,2.374994004,2.494444108,0.756693281,2.529679889,1.618116069,0.405651586,0.695036875,3.081831531,1.652989339,1.674661073,2.355593093,2.107442619,1.34996972,1.759395178,2.637989696,3.017754797,1.846163367,1.535060372,1.518069913,3.06928949,2.026707747,0.576426603,3.291170991,3.048200741,1.127523904,2.999844546,1.288659794,248.7113402
22,4/14/2018 22:00,1.200019587,3.277121539,2.305471683,2.937990698,1.523782438,2.826517447,1.416081055,2.697286236,2.080278803,2.618261362,2.625347067,2.915518828,3.104081799,1.685380057,1.760328494,2.929254576,1.766404918,3.904120906,2.743126055,2.66671544,2.422405468,1.920253857,1.989002632,3.325429362,1.116058573,2.486032397,2.519017,2.467914682,2.448979386,2.548237691,1.288659794,248.7113402
23,4/14/2018 23:00,1.413614995,3.734192458,1.850998288,2.373163532,2.999520955,1.426041777,1.969424527,2.123306803,3.262363532,2.281050203,0.818149405,1.321451526,0.824803541,3.096293063,0.587771316,0.511616502,3.760159663,1.881315463,0.06376755,2.51122986,1.468551394,2.616446307,1.436643139,1.92749327,2.674476013,1.972481202,3.673466876,0.052236943,2.198409178,3.953312995,1.288659794,248.7113402
