id,Hour,Row_House1,Row_House2,Row_House3,Row_House4,Row_House5,Row_House6,Row_House7,Row_House8,Row_House9,Row_House10,Row_House11,Row_House12,Row_House13,Row_House14,Row_House15,Row_House16,Row_House17,Row_House18,Row_House19,Row_House20,Row_House21,Row_House22,Row_House23,Row_House24,Row_House25,Row_House26,Row_House27,Row_House28,Row_House29,Row_House30,SM_consumption,SM_avail_heat
24,4/15/2018 0:00,4.359700775,2.634955581,1.886494928,0.362816718,1.675134627,4.631709106,1.130435104,2.055907883,2.19659904,2.357831032,1.467656338,3.845402683,1.926512801,3.304312753,1.403223518,2.627797607,2.828914703,0.940842501,2.101691877,1.226943493,1.746951497,3.469928077,1.961168311,2.842056525,0.285695111,2.628924111,3.444707469,1.245260316,1.92645984,1.860302424,1.288659794,248.7113402
25,4/15/2018 1:00,1.100568308,0.912513746,1.569055239,0.334228207,0.486701372,2.802046219,2.256302329,0.002775269,0.976118904,1.11666182,1.993132883,1.237557006,0.626634795,0.034477824,1.396851897,0.010880013,0.568654146,0.680988582,1.195602788,1.205048998,1.523874783,0.393800625,0.341473587,0.253778304,1.027950486,0.94732709,1.237465765,0.901451809,2.750323216,1.154157464,1.288659794,248.7113402
26,4/15/2018 2:00,2.878040386,1.611030371,2.660445074,0.550762809,0.306374198,2.736148846,1.670218608,0.534217254,1.21835093,1.850982115,1.415214345,1.561682123,3.792557432,0.449472068,2.20301792,2.250190204,2.307046857,0.766405062,2.520050883,0.930944225,2.606437999,2.524698501,1.933752147,2.843281475,2.949419867,2.134045719,1.35211297,1.677443749,3.413689219,2.74845352,0.966494845,249.0335052
27,4/15/2018 3:00,0.766961124,3.463710729,4.715442468,2.507975729,5.8920218,3.712841767,2.902950686,3.239974008,4.505873097,2.538574874,1.265938219,3.857273065,1.703108752,2.617674537,3.203104394,3.051793175,3.873173716,2.608081603,2.113590774,2.465851121,3.621580284,3.585487918,4.345089068,2.514204586,3.099682349,3.172009062,3.294287316,5.555985953,2.227940741,2.734553007,0.644329897,249.3556701
28,4/15/2018 4:00,0.945496822,2.803837588,1.365052586,4.28140844,2.590836473,3.848676423,1.708594254,1.446673634,0.324441336,1.814386949,1.124403375,0.488204755,1.866333094,1.197619267,1.168755662,1.091907673,1.945685975,0.512371124,2.58758525,2.346971273,1.746045513,2.832740615,1.965325182,1.069430924,1.508122959,3.437676212,2.905069819,3.112199377,0.228601289,0.898926393,0.322164948,249.6778351
29,4/15/2018 5:00,3.334221346,3.595607419,2.480354589,1.944779914,3.733604347,2.566643787,2.431245926,3.856483912,2.685851585,2.089971248,2.428233081,2.376290218,0.583096781,2.579877382,2.923520187,2.525761954,2.030688408,4.445290602,4.65388111,2.686483672,3.671422279,4.879012897,1.513402077,2.885713723,3.772648776,2.589500044,3.327763503,3.393703891,4.643990023,2.06572258,0,250
30,4/15/2018 6:00,1.189234312,1.718068212,0.277715614,3.372668833,1.857274638,1.965201187,2.348770044,1.505917637,2.682440395,2.636217541,1.113925112,2.235604274,1.868442281,2.605670608,0.22291878,3.139903096,2.460128121,2.115762112,2.527838392,1.476836945,0.851358403,1.592213387,2.535399106,2.988217437,0.393817063,0.282383784,2.647061771,2.084579414,1.542401056,3.124117034,0.322164948,249.6778351
31,4/15/2018 7:00,1.915860116,3.072771238,2.175475257,1.833012214,2.782931824,2.759029946,3.185269768,1.891594318,1.432948243,4.237921358,2.952234625,3.211136449,2.487251311,3.18178423,2.116590268,1.566574359,3.541343482,3.288197499,2.530417115,3.060598864,2.893519328,2.616571183,1.886539568,2.927854016,2.794548679,3.12149411,3.916527926,2.045158505,3.735010042,1.727015815,0.644329897,249.3556701
32,4/15/2018 8:00,3.14527548,2.174263259,2.673667486,3.93691021,2.164275177,1.944831834,2.347364252,2.08211499,2.032608227,2.975950289,2.253690645,0.571999653,2.921384419,2.779520341,2.264241475,2.325587122,1.524964014,0.650874711,2.330438923,1.030520631,1.699369389,1.112528579,1.467172219,1.482707372,3.794787127,3.56688138,0.728489094,1.565995615,2.511986074,3.170044456,0.966494845,249.0335052
33,4/15/2018 9:00,3.805069847,3.339974895,2.542466325,5.593152781,5.409691539,4.176822427,3.452396012,3.619583517,6.392617581,3.361351333,4.179525965,5.003154743,3.389872266,2.35292514,3.732757001,3.160055153,2.692007278,3.911376473,3.465466172,4.79007035,3.712672474,5.962812765,5.427179722,4.190026282,3.707196741,3.829605557,5.204515792,3.446790489,3.794401292,2.500923025,1.288659794,248.7113402
34,4/15/2018 10:00,3.159941788,2.208932888,3.646246768,2.568726346,3.504339945,4.773293872,2.387035577,3.211354994,2.361219648,1.876637471,2.827827325,4.190341739,3.949532971,2.984656264,2.769323123,3.195379834,1.711359707,3.633733509,2.991404179,2.616797917,2.53537492,1.73039024,3.948768828,1.802935957,2.792257699,2.829062897,4.082291583,3.309284059,4.847132101,5.033334326,0.966494845,249.0335052
35,4/15/2018 11:00,2.676617313,3.142291514,3.912927198,2.975198983,2.563963714,2.352733727,3.673000589,2.72938241,3.313954,2.894916494,0.706736356,3.405150525,4.24741848,2.099301352,2.969327365,3.486549834,2.187072137,2.735997575,3.968990902,3.198460959,3.308724921,4.233146868,3.555501745,1.98084043,3.554630666,3.666883605,2.089537173,2.816267273,1.337784581,3.583757834,0.644329897,249.3556701
36,4/15/2018 12:00,1.821683389,1.592027376,2.625026276,0.731634713,2.753532347,0.657845342,1.97237355,1.987801348,0.998032685,2.533198516,1.236221608,1.200895139,0.165106846,1.951429571,1.388530644,2.866416199,1.859073331,0.956159031,2.952933147,0.24871009,1.181782459,0.675834757,1.102053596,2.304026844,1.915344545,1.365616542,3.516372567,3.057612509,1.329384132,3.218257954,0.322164948,249.6778351
37,4/15/2018 13:00,2.198122345,2.981062678,0.529465051,2.542483536,2.908553649,2.477112818,1.520352267,2.487986941,3.114824082,0.535882848,2.01711885,1.711428197,1.860600605,2.81081189,1.431796682,1.222116726,1.474569934,1.61396018,2.935172096,0.891358326,0.796709139,2.62635949,1.444520868,2.526457855,1.64674694,2.275682312,1.261949133,1.299381807,1.799905362,1.662408459,0,250
38,4/15/2018 14:00,2.076485994,2.325412915,2.438758259,2.83813001,3.192652456,2.316801912,3.704044925,2.204033722,2.16987231,2.71405449,3.287525379,2.411148913,1.45522148,4.576758768,2.298948128,2.799025062,2.516013325,2.91517236,4.142281344,3.870516145,4.551205763,1.340968298,1.827651915,1.795452201,2.200926663,0.453354545,3.67542678,4.136664966,1.727178594,2.245741157,0.322164948,249.6778351
39,4/15/2018 15:00,1.442233813,1.685210905,2.278869358,2.031546224,2.092777398,0.622572339,1.531342595,1.50416444,0.830219519,3.234437448,2.144416438,2.620274589,2.969002863,1.387122895,0.286745972,0.280568577,1.910516967,1.798768027,1.731886318,4.01100991,3.011090863,2.172039831,1.398455712,1.031255945,0.200291239,2.143709301,0.853271199,1.118314522,1.460217707,2.002873838,0.644329897,249.3556701
40,4/15/2018 16:00,3.661740182,3.63574868,4.029666069,2.962427629,2.697236751,1.951202988,2.492944836,3.189825159,3.221022676,2.73471788,2.811066418,3.079672535,1.528273911,3.512182008,2.79540306,1.855143985,4.747141678,2.687280969,1.659758546,2.981606654,2.067472645,2.679482725,3.496184415,2.376127603,3.99719621,1.730240296,3.309605056,3.85883985,4.264586915,2.584112072,0.966494845,249.0335052
41,4/15/2018 17:00,5.768322786,5.164406815,4.825393646,4.814857867,4.310482296,5.782602588,6.272113859,4.417760413,5.084238966,6.786752169,4.993585027,5.398188853,4.227340568,5.889770752,3.624152002,6.243368709,6.494975319,5.548742584,6.101006303,5.593328608,4.029219598,3.9463365,4.54845371,3.85208362,4.378446565,4.775123048,6.28231411,3.373226411,4.287753649,6.604541559,1.288659794,248.7113402
42,4/15/2018 18:00,6.377619833,5.72925199,5.525568026,5.617213084,5.03639364,4.972775839,4.127426409,3.580938474,3.931694338,6.262177301,4.801477817,4.295745451,3.956846605,5.174484443,5.900217249,6.133776891,3.529313481,5.731593827,4.662889661,4.521682342,4.280605238,5.375785572,4.742572815,3.024389948,7.383941389,7.763135549,3.904886765,4.681058575,2.998295816,3.307875229,0.966494845,249.0335052
43,4/15/2018 19:00,7.774098083,6.395674064,7.783293011,4.915087126,5.372864072,5.867691656,5.090054006,7.278200947,5.471278574,8.418122194,6.905327415,6.744175938,7.06766689,7.731866707,8.543175945,6.856991699,6.79883492,5.74450074,6.716563723,5.4741392,5.617769879,6.848352816,6.664872147,5.728011557,5.993552621,6.464889911,5.921303506,5.789384962,5.915669607,4.192515986,0.644329897,249.3556701
44,4/15/2018 20:00,6.578157349,7.571105754,8.399849684,6.47344143,6.668809667,7.246547081,7.68884429,7.027809849,6.579422092,7.452950458,8.75631541,6.025697068,6.593231134,7.080354833,5.940868286,4.069021458,6.137170157,6.283718689,7.90344897,6.851199196,7.665497062,8.854519073,5.516595498,5.78381112,6.744314515,7.276840149,4.845129086,8.348566959,7.590675594,7.134356767,0.322164948,249.6778351
45,4/15/2018 21:00,6.167396012,5.138814338,7.276878782,6.420554506,5.803278287,5.218745642,6.089715923,5.872512304,7.650755687,5.756723403,4.48763443,6.006018346,5.780158865,5.545393229,4.558307325,5.414342702,6.131172536,6.357453772,6.475925589,6.013865582,4.961216238,4.68084375,7.254920647,5.989889324,6.469551143,4.37136205,5.751040483,5.023099923,6.424286143,4.907281237,0,250
46,4/15/2018 22:00,4.173305165,1.040425153,1.252858832,2.726115177,3.81026491,0.876139136,1.939657828,0.795274271,1.272396618,2.316915505,2.521702833,1.839635317,1.971765433,1.871525345,1.934500709,1.25909241,2.966029039,2.105419198,2.347348835,0.902444386,1.335589778,2.414531312,2.686326484,2.68216354,1.963605179,2.198582442,2.189497021,2.475095005,2.356784558,4.271466715,0.322164948,249.6778351
47,4/15/2018 23:00,2.720451992,2.816452853,1.618148359,2.310787353,1.707864775,5.003779931,2.326384033,1.7590019,2.532952551,3.350793612,1.849503245,2.263930977,3.292653286,1.503085084,1.513112715,1.910932879,3.048710581,0.901740794,2.581937269,1.529699461,0.989571477,1.055669427,1.072413313,0.635635221,2.152501393,3.475207915,1.635971777,0.194311352,2.680508495,2.180123164,0.644329897,249.3556701
48,4/16/2018 0:00,4.161390324,4.453552704,4.586131443,4.844970364,4.014923588,4.512192683,4.546059105,4.841863406,4.335339594,3.405428806,3.191916912,3.324712743,2.628394648,3.398551623,4.084445434,3.721768157,4.317848964,5.100622496,3.356415434,3.4307969,4.242604277,3.972363354,3.212257568,3.240001782,5.638694569,3.911504402,2.930586188,3.316472247,5.070697667,3.953094234,0.966494845,249.0335052
49,4/16/2018 1:00,5.666048202,5.173551541,3.49571052,4.755850019,3.640399537,3.043846182,3.509207591,3.26056456,2.857014553,2.574566356,4.397265976,4.384919918,4.904733998,4.639205082,3.420305947,5.168222018,2.138898026,4.325950555,4.950004825,4.594783111,4.800419612,2.774803017,5.133437087,3.582534858,3.002901232,1.426373129,4.682693253,3.029756097,3.202807252,4.908100433,1.288659794,248.7113402
50,4/16/2018 2:00,5.210527696,3.796599134,4.477637185,2.466912915,5.317316743,3.735155962,5.08678203,3.219291442,4.056577305,4.399729333,4.602842366,3.756317463,4.250775893,2.663975552,4.370971508,2.632937953,5.143048602,3.757143942,4.262511113,3.149670217,4.488838643,4.293758465,2.624919829,3.343810338,3.877899968,4.52684304,3.055540206,4.305305123,3.7317111,3.888756198,0.966494845,249.0335052
51,4/16/2018 3:00,3.07662398,4.40595962,3.187471081,3.317955008,4.894147931,4.142662888,3.058946045,3.833098316,5.432774024,2.163925803,2.871644863,3.991344759,1.325064267,2.579838678,4.081896318,2.669416697,2.780259865,3.231828534,5.342410472,3.686730382,4.812899085,3.260866612,4.087758902,5.29147273,4.564977405,3.844719527,3.088187143,3.242339691,3.769285798,3.857836302,0.644329897,249.3556701
52,4/16/2018 4:00,5.81303509,3.526336909,4.174205531,3.040649941,2.870864855,3.286755158,3.505520601,3.542055069,4.496545043,2.454181908,4.09248525,3.486954902,2.337458372,4.270653982,4.300588669,1.906492226,3.765018652,3.213393356,4.228875865,4.889664402,4.765279813,3.617315146,2.54352751,4.458825205,4.127890353,5.691316258,4.288154208,4.800174958,2.788015615,3.728236295,0.322164948,249.6778351
53,4/16/2018 5:00,5.71373342,5.531910379,5.725361618,1.309763602,3.872840704,4.762193138,4.787775307,2.946770149,2.67605283,2.777499163,3.696361752,5.007675765,2.941804008,3.90789297,5.856242016,3.195170075,4.036494492,1.963719935,5.176065095,2.345967812,4.265515452,2.650504342,2.741264339,3.762003223,4.183018355,4.591990518,3.217469166,4.56049774,2.777678534,3.754847747,0,250
54,4/16/2018 6:00,2.193756272,0.78417132,1.132645554,3.209503842,0.112523285,1.133854024,1.735181469,1.611409351,1.253719211,0.447472372,1.50312395,1.353333214,2.722729369,1.572553383,0.162216202,2.939424038,1.578839607,1.826364364,3.649506593,2.663956472,3.9002452,1.333967436,2.725245971,1.427950279,3.361111612,2.236617819,2.38118332,2.239156204,1.840569968,2.15347586,0,250
55,4/16/2018 7:00,4.614062435,6.256319208,5.860175607,5.265923856,4.675626512,4.379783997,7.024540851,5.775997215,5.037639544,4.931859908,5.703913489,4.704607768,7.546247955,3.888269441,4.940002468,5.310772169,5.027024556,5.820768234,5.632947241,5.506233055,5.691921378,1.930873989,4.814193368,4.456255927,3.670360194,3.669905684,5.209690925,5.113841153,6.744619929,3.805242236,0,250
56,4/16/2018 8:00,6.375530244,6.448351356,4.998337276,7.826918113,6.404992837,6.789136826,8.329681454,6.04116799,7.663071096,6.43074448,7.50726126,7.170272961,5.278843378,5.819402016,7.038016713,5.569475817,7.567429599,7.321051082,8.274491513,7.483317187,8.726838918,7.40562006,7.719291068,6.992812802,6.845026659,7.519829895,7.370199063,8.145884126,8.407863595,6.915877391,0,250
57,4/16/2018 9:00,6.94520448,7.814308829,7.218513528,5.085738561,7.051046786,7.123859921,4.257568166,6.509223227,7.630709713,7.33275079,6.991539261,6.861570934,7.411782066,4.838259299,4.604795858,7.454074065,7.612906681,6.87388169,5.700176101,7.680697905,6.767438957,7.625961895,6.918686009,7.146235128,6.439792494,6.701261613,5.190627742,7.246597015,7.165251524,8.540880091,0,250
58,4/16/2018 10:00,7.468598812,5.315945545,5.41805122,7.467360375,3.96048276,5.840068766,6.064864971,8.060370792,5.796245812,7.186123935,7.468778638,7.782845069,7.736726326,8.420873204,6.976658884,8.069484686,8.055275402,6.043215286,7.632945762,7.098562048,8.455365188,7.464632805,8.009574499,6.892074918,8.589552224,8.926712932,7.501690277,6.753171012,6.557680624,7.336507679,0.322164948,249.6778351
59,4/16/2018 11:00,5.477016703,5.425646423,5.940888888,4.304181441,5.056211153,5.912611953,6.533830463,5.682317826,4.557934955,5.531702349,4.039710111,4.816811945,3.1946344,5.501443372,4.683606579,4.198824863,5.980989109,5.980392246,3.986785798,6.101051167,6.29689141,4.320289322,4.613702474,4.607564025,4.393202601,4.79776489,5.749388997,4.669075683,7.271634366,5.112331185,0.644329897,249.3556701
60,4/16/2018 12:00,4.354666105,4.38839246,5.05058446,3.78467012,4.33865577,7.608655339,5.090591066,4.853101234,4.008288836,3.917012055,4.203989877,5.234345204,6.01091031,3.39994703,5.567653737,3.575358883,4.960683317,5.682538918,5.782064385,7.809382644,5.831615374,2.632635364,3.884331196,4.660743674,5.239880331,5.750429138,5.792381118,5.233366726,4.964232557,3.740818134,0.966494845,249.0335052
61,4/16/2018 13:00,5.644608459,4.780499058,5.325661135,6.125432486,4.596253522,6.727563951,5.501615937,3.475845436,7.064997088,6.212082189,4.151462479,4.126662206,5.41700764,3.25482612,4.810486746,5.602101676,4.662071124,3.599264076,4.532613812,4.894240869,4.767286429,3.143579927,5.462172897,5.927995203,4.839920962,3.155155739,3.851657378,3.847348521,5.205756798,5.382064729,1.288659794,248.7113402
62,4/16/2018 14:00,4.83463467,1.871364194,3.84999734,3.896456823,1.202825663,3.121582459,4.067570926,3.800627931,3.862654014,2.365500055,2.145168443,2.154384418,2.078128929,4.741640412,3.364433476,3.087668908,1.299370329,2.170649288,2.269300542,3.564616556,4.173272193,3.007905426,4.124889465,3.128618621,2.105337349,1.279773936,3.872368594,2.476971934,3.150053071,1.887640018,1.288659794,248.7113402
63,4/16/2018 15:00,2.000760856,0.557664843,0.953437791,0.28537529,1.343790387,1.551423455,0.490056507,0.170511995,1.510561283,0.911109271,0.092680332,0.599192547,1.060068316,1.642893905,0.604071318,2.172010509,1.234744319,1.555971673,0.144165078,0.193975338,2.090158686,1.218687677,0.242337554,1.022485796,2.516170712,1.843214718,3.320955496,1.747369113,0.721512397,2.107572153,1.288659794,248.7113402
64,4/16/2018 16:00,0.610440947,0.679780069,1.6688818,1.646478651,1.78514386,2.606166221,0.689530417,0.167047713,2.011065046,1.443762201,2.733571167,0.743497866,0.691869032,4.160674408,0.042978154,1.730282797,0.113463611,0.021643938,0.970760137,0.630239568,0.472823467,0.090902702,0.148691287,1.574866927,1.524676589,0.249098798,1.598057272,0.295252566,0.350430063,0.99858702,1.288659794,248.7113402
65,4/16/2018 17:00,3.626628668,2.370476919,0.512757605,0.151870141,2.450115457,2.125340036,2.860111351,0.18160233,1.436626591,2.367488765,2.087916685,1.387241082,1.134839759,3.007881385,2.87076986,0.116432777,1.469992575,2.097595421,2.452689709,4.248309195,2.292934892,1.33815981,0.944978994,2.273164998,3.361694806,3.280467245,2.617580926,2.369099391,1.532510896,1.014744574,1.288659794,248.7113402
