,0
2018-04-30,-182282.2994741386
2018-05-31,-118025.14705315797
2018-06-30,-98719.49123355486
2018-07-31,-84356.2192895056
2018-08-31,-94527.07851075704
2018-09-30,-109276.44875341243
2018-10-31,-256963.0493055792
2018-11-30,-357281.1857888507
2018-12-31,-472681.89494620456
2019-01-31,-527152.5575321793
2019-02-28,-462989.2349608234
2019-03-31,-409123.0618189484
2019-04-30,-256369.57691034666
