,0
2018-04-14,79.71190476190475
2018-04-15,81.04023809523808
2018-04-16,98.83023809523813
2018-04-17,91.80392857142857
2018-04-18,86.70964285714287
2018-04-19,83.60035714285715
2018-04-20,79.06416666666668
2018-04-21,66.91035714285715
2018-04-22,73.46869047619047
2018-04-23,65.08214285714287
2018-04-24,69.58595238095238
2018-04-25,75.35535714285713
2018-04-26,70.9234523809524
2018-04-27,80.43738095238095
2018-04-28,74.75833333333334
2018-04-29,73.49178571428571
2018-04-30,37.311428571428564
2018-05-01,45.10761904761904
2018-05-02,80.57464285714285
2018-05-03,82.45464285714286
2018-05-04,92.73726190476191
2018-05-05,68.62880952380952
2018-05-06,48.371785714285714
2018-05-07,70.82166666666667
2018-05-08,60.98011904761905
2018-05-09,66.48559523809524
2018-05-10,35.49761904761904
2018-05-11,76.30261904761906
2018-05-12,67.8407142857143
2018-05-13,39.94988095238096
2018-05-14,74.8175
2018-05-15,100.29464285714288
2018-05-16,138.73607142857142
2018-05-17,67.19059523809523
2018-05-18,73.40511904761904
2018-05-19,75.52511904761904
2018-05-20,53.790714285714294
2018-05-21,57.90571428571426
2018-05-22,110.37642857142856
2018-05-23,118.90928571428572
2018-05-24,101.13119047619047
2018-05-25,85.78238095238095
2018-05-26,82.89678571428571
2018-05-27,77.70120525008561
2018-05-28,85.4496030746828
2018-05-29,91.09333333333335
2018-05-30,96.83488095238094
2018-05-31,93.9347619047619
2018-06-01,118.68428571428569
2018-06-02,91.76178571428574
2018-06-03,89.6407142857143
2018-06-04,90.65571428571428
2018-06-05,94.14484063463505
2018-06-06,104.06761932596775
2018-06-07,106.83619047619048
2018-06-08,105.85309523809524
2018-06-09,98.0613095238095
2018-06-10,97.96226190476189
2018-06-11,113.77559523809525
2018-06-12,201.0875
2018-06-13,112.33845238095238
2018-06-14,99.04333333333334
2018-06-15,103.94095238095235
2018-06-16,92.0900173218567
2018-06-17,92.51238095238095
2018-06-18,93.67642857142857
2018-06-19,89.15452380952381
2018-06-20,91.63190476190476
2018-06-21,86.0766666666667
2018-06-22,64.13297619047621
2018-06-23,72.69607142857143
2018-06-24,89.24892857142858
2018-06-25,111.18690476190477
2018-06-26,127.10083333333334
2018-06-27,117.70738095238096
2018-06-28,99.7622619047619
2018-06-29,96.74095238095238
2018-06-30,97.2004761904762
2018-07-01,96.6997619047619
2018-07-02,106.85488095238095
2018-07-03,110.49345238095236
2018-07-04,100.52150946385729
2018-07-05,116.73369047619047
2018-07-06,107.74166666666666
2018-07-07,97.94392857142856
2018-07-08,104.04571428571428
2018-07-09,106.35440476190475
2018-07-10,114.41523809523808
2018-07-11,113.22964285714288
2018-07-12,114.9447619047619
2018-07-13,107.19168276018259
2018-07-14,98.95754815433338
2018-07-15,107.79785714285715
2018-07-16,116.49952380952381
2018-07-17,111.97299792309008
2018-07-18,109.89833333333333
2018-07-19,110.0139285714286
2018-07-20,114.88928571428572
2018-07-21,112.26238095238095
2018-07-22,111.77809523809525
2018-07-23,124.44607142857143
2018-07-24,121.85261904761906
2018-07-25,129.37678571428572
2018-07-26,120.9270238095238
2018-07-27,121.08797619047618
2018-07-28,105.88833333333334
2018-07-29,106.62059523809522
2018-07-30,123.15154761904763
2018-07-31,123.72011904761905
2018-08-01,122.99440476190476
2018-08-02,129.23404761904763
2018-08-03,150.74309523809524
2018-08-04,102.93480504881803
2018-08-05,104.9695238095238
2018-08-06,131.5720238095238
2018-08-07,137.83035714285714
2018-08-08,116.96940476190476
2018-08-09,116.78690476190478
2018-08-10,91.79416666666667
2018-08-11,100.10785714285716
2018-08-12,98.33857142857146
2018-08-13,120.99047619047617
2018-08-14,123.3229761904762
2018-08-15,119.0582142857143
2018-08-16,118.40964285714284
2018-08-17,123.41833333333334
2018-08-18,100.88726190476194
2018-08-19,101.08761904761906
2018-08-20,110.39202380952379
2018-08-21,138.37249999999997
2018-08-22,128.70714285714286
2018-08-23,133.39535714285714
2018-08-24,111.6295238095238
2018-08-25,110.10821428571428
2018-08-26,111.19142857142856
2018-08-27,108.51785714285717
2018-08-28,138.73642857142855
2018-08-29,137.9660714285714
2018-08-30,134.80916666666667
2018-08-31,137.18511904761905
2018-09-01,126.51238095238095
2018-09-02,121.16404761904762
2018-09-03,137.54309523809522
2018-09-04,141.82857142857142
2018-09-05,142.88190476190476
2018-09-06,136.93011904761903
2018-09-07,131.41464285714287
2018-09-08,116.01773809523809
2018-09-09,115.60892857142856
2018-09-10,131.34095238095236
2018-09-11,121.0442857142857
2018-09-12,112.94988095238095
2018-09-13,147.32369047619045
2018-09-14,131.5357142857143
2018-09-15,107.33726190476192
2018-09-16,107.46928571428572
2018-09-17,131.4825
2018-09-18,117.99940476190476
2018-09-19,106.25428571428573
2018-09-20,102.40749999999998
2018-09-21,77.24
2018-09-22,45.984880952380955
2018-09-23,78.13702380952381
2018-09-24,83.73309523809526
2018-09-25,112.28345238095237
2018-09-26,63.262142857142855
2018-09-27,74.8807142857143
2018-09-28,84.24535714285712
2018-09-29,83.15380952380953
2018-09-30,76.67809523809527
2018-10-01,125.27750000000003
2018-10-02,87.0692857142857
2018-10-03,76.32999999999997
2018-10-04,134.61642857142854
2018-10-05,139.63452380952376
2018-10-06,125.51892857142866
2018-10-07,114.98833333333334
2018-10-08,123.54261904761908
2018-10-09,138.424880952381
2018-10-10,125.9407142857143
2018-10-11,108.98380952380951
2018-10-12,116.83404761904762
2018-10-13,72.08047619047619
2018-10-14,40.81523809523811
2018-10-15,112.29107142857141
2018-10-16,154.03083333333333
2018-10-17,149.85714285714286
